Frame,Beyblade Type,Condition,X1,Y1,X2,Y2,Confidence,Width,Status,Collision,Time Per Frame (secs),Time (secs)
257,Beyblade 2,spinning,103,253,184,343,0.9681458473205566,81,Winner,Yes,0.03333333333333333,8.566666666666666
257,Beyblade 1,spinning,163,210,293,328,0.8556200265884399,130,Loser,Yes,0.03333333333333333,8.566666666666666
258,Beyblade 2,spinning,106,249,184,339,0.968572735786438,78,Winner,Yes,0.03333333333333333,8.6
258,Beyblade 1,spinning,171,205,300,326,0.7509257197380066,129,Loser,Yes,0.03333333333333333,8.6
259,Beyblade 2,spinning,102,247,184,335,0.9543309211730957,82,Winner,Yes,0.03333333333333333,8.633333333333333
259,Beyblade 1,spinning,182,203,309,333,0.5604788064956665,127,Loser,Yes,0.03333333333333333,8.633333333333333
260,Beyblade 2,spinning,106,237,186,325,0.9638689160346985,80,Winner,No,0.03333333333333333,8.666666666666666
260,Beyblade 1,spinning,191,206,316,336,0.5473799705505371,125,Loser,No,0.03333333333333333,8.666666666666666
261,Beyblade 2,spinning,107,231,192,319,0.9537755846977234,85,Winner,Yes,0.03333333333333333,8.7
261,Beyblade 1,spinning,188,208,320,336,0.5733376145362854,132,Loser,Yes,0.03333333333333333,8.7
262,Beyblade 2,spinning,113,223,195,312,0.9466250538825989,82,Winner,Yes,0.03333333333333333,8.733333333333333
262,Beyblade 1,spinning,189,208,323,338,0.6694855093955994,134,Loser,Yes,0.03333333333333333,8.733333333333333
263,Beyblade 2,spinning,118,218,198,305,0.9420564770698547,80,Winner,Yes,0.03333333333333333,8.766666666666666
263,Beyblade 1,spinning,198,211,322,339,0.5968857407569885,124,Loser,Yes,0.03333333333333333,8.766666666666666
264,Beyblade 2,spinning,125,213,202,303,0.9392056465148926,77,Winner,Yes,0.03333333333333333,8.8
264,Beyblade 1,spinning,198,210,323,340,0.6319403648376465,125,Loser,Yes,0.03333333333333333,8.8
265,Beyblade 1,stop,193,214,320,347,0.6886647343635559,127,Loser,No,0.03333333333333333,8.833333333333334
265,Beyblade 2,spinning,134,202,217,298,0.6630423665046692,83,Winner,No,0.03333333333333333,8.833333333333334
265,,stop,134,203,217,297,0.29642167687416077,83,,No,0.03333333333333333,8.833333333333334
266,Beyblade 2,spinning,143,188,225,277,0.9313613772392273,82,Winner,No,0.03333333333333333,8.866666666666667
266,Beyblade 1,stop,197,220,306,353,0.5132449865341187,109,Loser,No,0.03333333333333333,8.866666666666667
266,,spinning,198,220,307,353,0.4810139536857605,109,,No,0.03333333333333333,8.866666666666667
267,Beyblade 1,stop,172,237,312,366,0.7605867385864258,140,Loser,No,0.03333333333333333,8.9
267,Beyblade 2,spinning,155,174,239,264,0.7166423201560974,84,Winner,No,0.03333333333333333,8.9
268,Beyblade 2,spinning,162,162,248,254,0.9315724968910217,86,Winner,No,0.03333333333333333,8.933333333333334
268,Beyblade 1,stop,179,254,297,390,0.476838618516922,118,Loser,No,0.03333333333333333,8.933333333333334
268,,spinning,180,253,296,389,0.40446218848228455,116,,No,0.03333333333333333,8.933333333333334
269,Beyblade 2,spinning,174,155,259,245,0.8373933434486389,85,Winner,No,0.03333333333333333,8.966666666666667
269,Beyblade 1,stop,154,283,289,380,0.5137683749198914,135,Loser,No,0.03333333333333333,8.966666666666667
269,,spinning,157,284,291,380,0.4604102373123169,134,,No,0.03333333333333333,8.966666666666667
270,,spinning,182,151,266,240,0.9535812735557556,84,,No,0.03333333333333333,9.0
271,Beyblade 1,stop,118,291,259,405,0.9777881503105164,141,Loser,No,0.03333333333333333,9.033333333333333
271,Beyblade 2,spinning,189,148,273,236,0.9047411680221558,84,Winner,No,0.03333333333333333,9.033333333333333
272,,spinning,193,150,279,238,0.963495135307312,86,,No,0.03333333333333333,9.066666666666666
273,Beyblade 2,spinning,197,153,284,241,0.871947169303894,87,Winner,No,0.03333333333333333,9.1
273,Beyblade 1,spinning,85,311,210,421,0.4555143415927887,125,Loser,No,0.03333333333333333,9.1
274,,spinning,201,160,285,246,0.9014846682548523,84,,No,0.03333333333333333,9.133333333333333
275,,spinning,201,166,289,253,0.9040132164955139,88,,No,0.03333333333333333,9.166666666666666
276,Beyblade 2,spinning,202,175,287,262,0.9203137159347534,85,Winner,No,0.03333333333333333,9.2
276,Beyblade 1,stop,35,305,176,441,0.9176056981086731,141,Loser,No,0.03333333333333333,9.2
277,Beyblade 2,spinning,202,183,290,271,0.9370136260986328,88,Winner,No,0.03333333333333333,9.233333333333333
277,Beyblade 1,stop,30,320,165,427,0.8525691032409668,135,Loser,No,0.03333333333333333,9.233333333333333
278,Beyblade 2,spinning,202,196,289,284,0.9499987959861755,87,Winner,No,0.03333333333333333,9.266666666666666
278,Beyblade 1,spinning,41,331,160,389,0.7972267270088196,119,Loser,No,0.03333333333333333,9.266666666666666
279,Beyblade 2,spinning,205,209,290,296,0.9654840230941772,85,Winner,No,0.03333333333333333,9.3
279,Beyblade 1,stop,29,306,153,401,0.8839125037193298,124,Loser,No,0.03333333333333333,9.3
280,Beyblade 1,stop,31,282,151,405,0.9714824557304382,120,Loser,No,0.03333333333333333,9.333333333333334
280,Beyblade 2,spinning,204,224,291,313,0.960858166217804,87,Winner,No,0.03333333333333333,9.333333333333334
281,Beyblade 1,stop,34,275,161,402,0.9753908514976501,127,Loser,No,0.03333333333333333,9.366666666666667
281,Beyblade 2,spinning,208,238,293,326,0.9666876196861267,85,Winner,No,0.03333333333333333,9.366666666666667
282,Beyblade 2,spinning,209,250,296,341,0.9402315020561218,87,Winner,No,0.03333333333333333,9.4
282,Beyblade 1,stop,29,265,160,391,0.9066896438598633,131,Loser,No,0.03333333333333333,9.4
283,Beyblade 1,stop,42,259,165,387,0.9404619932174683,123,Loser,No,0.03333333333333333,9.433333333333334
283,Beyblade 2,spinning,208,264,299,355,0.877214252948761,91,Winner,No,0.03333333333333333,9.433333333333334
284,Beyblade 1,stop,54,259,169,381,0.9578925371170044,115,Loser,No,0.03333333333333333,9.466666666666667
284,Beyblade 2,spinning,215,278,303,369,0.9001040458679199,88,Winner,No,0.03333333333333333,9.466666666666667
285,Beyblade 1,stop,62,252,171,364,0.9520658254623413,109,Loser,No,0.03333333333333333,9.5
285,Beyblade 2,spinning,221,292,305,381,0.9341714382171631,84,Winner,No,0.03333333333333333,9.5
286,Beyblade 1,stop,65,248,186,354,0.9845905303955078,121,Loser,No,0.03333333333333333,9.533333333333333
286,Beyblade 2,spinning,222,303,309,395,0.9015339016914368,87,Winner,No,0.03333333333333333,9.533333333333333
287,Beyblade 1,stop,75,250,192,349,0.958807110786438,117,Loser,No,0.03333333333333333,9.566666666666666
287,Beyblade 2,spinning,223,312,312,404,0.7174347043037415,89,Winner,No,0.03333333333333333,9.566666666666666
288,Beyblade 1,stop,77,248,199,335,0.9438300728797913,122,Loser,No,0.03333333333333333,9.6
288,Beyblade 2,spinning,227,321,315,404,0.6935856938362122,88,Winner,No,0.03333333333333333,9.6
289,Beyblade 1,stop,77,245,200,327,0.9049879908561707,123,Loser,No,0.03333333333333333,9.633333333333333
289,Beyblade 2,spinning,231,331,315,413,0.561299204826355,84,Winner,No,0.03333333333333333,9.633333333333333
290,Beyblade 1,stop,77,242,201,323,0.948815643787384,124,Loser,No,0.03333333333333333,9.666666666666666
290,Beyblade 2,spinning,236,335,314,417,0.43418729305267334,78,Winner,No,0.03333333333333333,9.666666666666666
291,Beyblade 1,stop,79,242,202,322,0.9686680436134338,123,Loser,No,0.03333333333333333,9.7
291,Beyblade 2,spinning,231,338,313,417,0.7509926557540894,82,Winner,No,0.03333333333333333,9.7
292,Beyblade 1,stop,80,243,203,320,0.9623416662216187,123,Loser,No,0.03333333333333333,9.733333333333333
292,Beyblade 2,spinning,227,339,309,413,0.45359817147254944,82,Winner,No,0.03333333333333333,9.733333333333333
293,Beyblade 1,stop,83,243,205,321,0.9555372595787048,122,Loser,No,0.03333333333333333,9.766666666666666
293,Beyblade 2,spinning,224,339,304,406,0.4730486273765564,80,Winner,No,0.03333333333333333,9.766666666666666
294,Beyblade 1,stop,83,243,206,322,0.94609135389328,123,Loser,No,0.03333333333333333,9.8
294,Beyblade 2,spinning,215,340,301,408,0.3354547917842865,86,Winner,No,0.03333333333333333,9.8
295,Beyblade 1,stop,84,243,206,324,0.9449708461761475,122,Loser,No,0.03333333333333333,9.833333333333334
295,Beyblade 2,stop,206,337,294,404,0.3638649582862854,88,Winner,No,0.03333333333333333,9.833333333333334
296,Beyblade 1,stop,86,242,206,329,0.9336626529693604,120,Loser,No,0.03333333333333333,9.866666666666667
296,Beyblade 2,stop,196,339,289,405,0.7817460894584656,93,Winner,No,0.03333333333333333,9.866666666666667
297,Beyblade 1,stop,87,242,207,330,0.9526324272155762,120,Loser,No,0.03333333333333333,9.9
297,,stop,189,339,281,403,0.5567155480384827,92,,No,0.03333333333333333,9.9
297,Beyblade 2,spinning,189,340,280,403,0.382213294506073,91,Winner,No,0.03333333333333333,9.9
298,Beyblade 1,stop,87,242,207,331,0.9498618245124817,120,Loser,No,0.03333333333333333,9.933333333333334
298,,stop,178,337,271,399,0.7288879156112671,93,,No,0.03333333333333333,9.933333333333334
298,Beyblade 2,spinning,179,337,271,401,0.4591623544692993,92,Winner,No,0.03333333333333333,9.933333333333334
299,Beyblade 1,stop,87,242,207,330,0.9513975381851196,120,Loser,No,0.03333333333333333,9.966666666666667
299,Beyblade 2,stop,166,332,258,391,0.7128947377204895,92,Winner,No,0.03333333333333333,9.966666666666667
299,,spinning,165,332,259,390,0.5255581140518188,94,,No,0.03333333333333333,9.966666666666667
300,Beyblade 2,stop,147,326,244,388,0.9349337220191956,97,Winner,No,0.03333333333333333,10.0
300,Beyblade 1,stop,87,242,207,330,0.9262295365333557,120,Loser,No,0.03333333333333333,10.0
301,Beyblade 2,stop,132,322,226,381,0.9561227560043335,94,Winner,No,0.03333333333333333,10.033333333333333
301,Beyblade 1,stop,86,243,207,327,0.8676583766937256,121,Loser,No,0.03333333333333333,10.033333333333333
302,Beyblade 2,stop,112,316,209,376,0.9254021644592285,97,Winner,No,0.03333333333333333,10.066666666666666
302,,stop,85,243,208,377,0.9187551140785217,123,,No,0.03333333333333333,10.066666666666666
302,Beyblade 1,stop,85,244,210,319,0.6433634161949158,125,Loser,No,0.03333333333333333,10.066666666666666
303,Beyblade 1,stop,87,242,207,372,0.9405054450035095,120,Loser,No,0.03333333333333333,10.1
303,Beyblade 2,stop,93,313,197,372,0.4464240074157715,104,Winner,No,0.03333333333333333,10.1
304,Beyblade 1,stop,86,239,210,371,0.8666097521781921,124,Loser,No,0.03333333333333333,10.133333333333333
304,Beyblade 2,stop,77,304,168,368,0.8564344048500061,91,Winner,No,0.03333333333333333,10.133333333333333
304,,stop,76,286,200,368,0.6319278478622437,124,,No,0.03333333333333333,10.133333333333333
305,Beyblade 2,stop,57,301,149,363,0.948550820350647,92,Winner,No,0.03333333333333333,10.166666666666666
305,Beyblade 1,stop,91,239,210,329,0.9356162548065186,119,Loser,No,0.03333333333333333,10.166666666666666
306,Beyblade 2,stop,41,288,132,359,0.9721778631210327,91,Winner,No,0.03333333333333333,10.2
306,Beyblade 1,stop,90,239,210,329,0.9392582178115845,120,Loser,No,0.03333333333333333,10.2
307,Beyblade 2,stop,31,284,116,350,0.959949254989624,85,Winner,No,0.03333333333333333,10.233333333333333
307,Beyblade 1,stop,90,239,210,329,0.9508782625198364,120,Loser,No,0.03333333333333333,10.233333333333333
308,Beyblade 2,stop,20,274,103,343,0.960283100605011,83,Winner,No,0.03333333333333333,10.266666666666666
308,Beyblade 1,stop,91,240,210,326,0.9522435069084167,119,Loser,No,0.03333333333333333,10.266666666666666
309,Beyblade 1,stop,90,240,210,325,0.9550701975822449,120,Loser,No,0.03333333333333333,10.3
309,Beyblade 2,stop,15,268,95,337,0.9520670771598816,80,Winner,No,0.03333333333333333,10.3
310,Beyblade 1,stop,90,240,210,326,0.9545714855194092,120,Loser,No,0.03333333333333333,10.333333333333334
310,Beyblade 2,stop,8,261,88,330,0.9356938600540161,80,Winner,No,0.03333333333333333,10.333333333333334
311,Beyblade 2,stop,8,253,84,325,0.9763225317001343,76,Winner,No,0.03333333333333333,10.366666666666667
311,Beyblade 1,stop,90,240,210,326,0.9473005533218384,120,Loser,No,0.03333333333333333,10.366666666666667
312,Beyblade 1,stop,91,239,210,326,0.9560229182243347,119,Loser,No,0.03333333333333333,10.4
312,Beyblade 2,stop,8,244,87,321,0.939861536026001,79,Winner,No,0.03333333333333333,10.4
313,Beyblade 1,stop,91,240,210,325,0.9638351202011108,119,Loser,No,0.03333333333333333,10.433333333333334
313,Beyblade 2,stop,11,236,86,319,0.7500655055046082,75,Winner,No,0.03333333333333333,10.433333333333334
314,Beyblade 1,stop,92,240,210,325,0.9581279754638672,118,Loser,No,0.03333333333333333,10.466666666666667
314,Beyblade 2,stop,14,233,89,315,0.44568783044815063,75,Winner,No,0.03333333333333333,10.466666666666667
314,,spinning,14,233,90,316,0.40860339999198914,76,,No,0.03333333333333333,10.466666666666667
315,Beyblade 1,stop,97,240,209,326,0.93656325340271,112,Loser,No,0.03333333333333333,10.5
315,Beyblade 2,stop,21,227,93,316,0.9096635580062866,72,Winner,No,0.03333333333333333,10.5
316,Beyblade 1,stop,103,240,209,324,0.9072170853614807,106,Loser,No,0.03333333333333333,10.533333333333333
316,Beyblade 2,stop,25,223,113,312,0.8910876512527466,88,Winner,No,0.03333333333333333,10.533333333333333
317,Beyblade 2,stop,37,221,117,310,0.9657285809516907,80,Winner,No,0.03333333333333333,10.566666666666666
317,Beyblade 1,stop,105,240,209,329,0.8897908926010132,104,Loser,No,0.03333333333333333,10.566666666666666
318,Beyblade 1,stop,105,232,213,345,0.9303993582725525,108,Loser,No,0.03333333333333333,10.6
318,Beyblade 2,stop,41,213,127,303,0.907966673374176,86,Winner,No,0.03333333333333333,10.6
319,Beyblade 1,stop,104,229,222,358,0.9113759994506836,118,Loser,No,0.03333333333333333,10.633333333333333
319,Beyblade 2,stop,49,208,134,298,0.8715048432350159,85,Winner,No,0.03333333333333333,10.633333333333333
320,Beyblade 1,stop,104,230,226,366,0.92889404296875,122,Loser,No,0.03333333333333333,10.666666666666666
320,Beyblade 2,stop,57,201,140,290,0.9128082990646362,83,Winner,No,0.03333333333333333,10.666666666666666
321,Beyblade 1,stop,101,234,227,364,0.9043371677398682,126,Loser,No,0.03333333333333333,10.7
321,Beyblade 2,stop,67,196,153,288,0.7369492650032043,86,Winner,No,0.03333333333333333,10.7
322,Beyblade 1,stop,99,235,227,364,0.8857304453849792,128,Loser,No,0.03333333333333333,10.733333333333333
322,,stop,78,189,165,343,0.6164072155952454,87,,No,0.03333333333333333,10.733333333333333
322,Beyblade 2,stop,79,190,164,286,0.47887322306632996,85,Winner,No,0.03333333333333333,10.733333333333333
323,,stop,100,235,227,364,0.8828146457672119,127,,No,0.03333333333333333,10.766666666666666
324,Beyblade 1,stop,104,232,228,368,0.9191544651985168,124,Loser,No,0.03333333333333333,10.8
324,Beyblade 2,stop,105,183,190,352,0.2846476435661316,85,Winner,No,0.03333333333333333,10.8
325,Beyblade 1,stop,107,226,228,367,0.833348274230957,121,Loser,No,0.03333333333333333,10.833333333333334
325,Beyblade 2,stop,115,180,207,356,0.40028759837150574,92,Winner,No,0.03333333333333333,10.833333333333334
326,Beyblade 1,stop,110,238,228,364,0.7922477126121521,118,Loser,No,0.03333333333333333,10.866666666666667
326,,stop,112,190,228,368,0.5854350924491882,116,,No,0.03333333333333333,10.866666666666667
326,Beyblade 2,stop,128,182,219,268,0.43183618783950806,91,Winner,No,0.03333333333333333,10.866666666666667
326,,stop,128,182,220,332,0.28318747878074646,92,,No,0.03333333333333333,10.866666666666667
327,Beyblade 1,stop,110,239,228,363,0.8285565376281738,118,Loser,No,0.03333333333333333,10.9
327,,stop,134,184,233,344,0.45238780975341797,99,,No,0.03333333333333333,10.9
327,,stop,113,180,231,369,0.3865419030189514,118,,No,0.03333333333333333,10.9
327,Beyblade 2,stop,151,185,233,275,0.3737155497074127,82,Winner,No,0.03333333333333333,10.9
328,Beyblade 1,stop,110,240,229,363,0.8831832408905029,119,Loser,No,0.03333333333333333,10.933333333333334
328,Beyblade 2,stop,155,185,244,273,0.40199658274650574,89,Winner,No,0.03333333333333333,10.933333333333334
329,Beyblade 1,stop,109,241,229,364,0.9107334017753601,120,Loser,No,0.03333333333333333,10.966666666666667
329,Beyblade 2,stop,173,187,258,273,0.3246271014213562,85,Winner,No,0.03333333333333333,10.966666666666667
330,Beyblade 1,stop,109,239,228,364,0.9158746600151062,119,Loser,No,0.03333333333333333,11.0
330,Beyblade 2,stop,186,188,271,278,0.5257102847099304,85,Winner,No,0.03333333333333333,11.0
331,Beyblade 1,stop,108,235,230,367,0.9342566132545471,122,Loser,No,0.03333333333333333,11.033333333333333
331,Beyblade 2,stop,199,193,285,281,0.8990870714187622,86,Winner,No,0.03333333333333333,11.033333333333333
332,Beyblade 2,stop,210,200,293,287,0.9706803560256958,83,Winner,No,0.03333333333333333,11.066666666666666
332,Beyblade 1,stop,108,235,230,366,0.9460079073905945,122,Loser,No,0.03333333333333333,11.066666666666666
333,Beyblade 2,stop,221,205,301,295,0.9779309034347534,80,Winner,No,0.03333333333333333,11.1
333,Beyblade 1,stop,109,237,229,364,0.9320499300956726,120,Loser,No,0.03333333333333333,11.1
334,Beyblade 2,stop,227,213,308,302,0.9462018013000488,81,Winner,No,0.03333333333333333,11.133333333333333
334,Beyblade 1,stop,109,235,231,368,0.9381197690963745,122,Loser,No,0.03333333333333333,11.133333333333333
335,Beyblade 2,stop,235,225,313,313,0.9798593521118164,78,Winner,No,0.03333333333333333,11.166666666666666
335,Beyblade 1,stop,110,235,231,368,0.9388806819915771,121,Loser,No,0.03333333333333333,11.166666666666666
336,Beyblade 2,stop,238,230,317,319,0.9746260046958923,79,Winner,No,0.03333333333333333,11.2
336,Beyblade 1,stop,110,237,228,364,0.9386632442474365,118,Loser,No,0.03333333333333333,11.2
337,Beyblade 2,stop,245,241,321,327,0.9533641338348389,76,Winner,No,0.03333333333333333,11.233333333333333
337,Beyblade 1,stop,110,234,230,368,0.9475738406181335,120,Loser,No,0.03333333333333333,11.233333333333333
338,Beyblade 2,stop,245,251,324,335,0.9718599319458008,79,Winner,No,0.03333333333333333,11.266666666666666
338,Beyblade 1,stop,110,235,229,368,0.9530274868011475,119,Loser,No,0.03333333333333333,11.266666666666666
